"Item","ITEM_ID","TXN_DATE","SUBINV","ORG_ID","QTY_IN","QTY_OUT","TXN_CNT","DeptCode"
"Q1053112","232619","2015-04-10","QVC03","86","0.0","2.0","1","SEO26FF"
"Q1053112","232619","2015-01-02","QVC03","86","0.0","0.0","1","SEO26FF"
"Q1053117","232624","2016-02-04","QVC01","86","4.0","0.0","1","SEO26FF"
"Q1053133","232636","2015-05-06","QHB25","86","0.0","2.0","1","SEO26FF"
"Q1053133","232636","2022-12-28","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053210","232701","2020-07-13","QBH01","86","0.0","2.0","1","SEO26FF"
"Q1053210","232701","2020-07-13","QHB01","86","2.0","0.0","1","SEO26FF"
"Q1053210","232701","2015-09-23","QVC01","86","0.0","3.0","1","SEO26FF"
"Q1053210","232701","2019-06-14","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1078241","234656","2024-08-27","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1078241","234656","2015-04-22","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1078244","234659","2024-08-06","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1078248","234662","2024-09-19","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1078248","234662","2020-01-30","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1078248","234662","2021-05-25","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1078248","234662","2022-10-24","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1078249","234663","2021-04-12","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1078249","234663","2020-02-28","QHB24","86","0.0","1.0","1","SEO26FF"
"Q1078249","234663","2022-02-09","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1053247","236049","2024-09-25","QFC01","86","0.0","6.0","1","SEO26FF"
"Q1053247","236049","2019-10-15","QHB24","86","2.0","2.0","2","SEO26FF"
"Q1053247","236049","2024-11-06","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1053247","236049","2025-06-10","QHB24","86","6.0","0.0","1","SEO26FF"
"Q1053248","236050","2016-12-01","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1053248","236050","2016-08-02","QHB24","86","0.0","8.0","1","SEO26FF"
"Q1053248","236050","2016-10-14","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053248","236050","2024-08-14","QFC01","86","6.0","0.0","1","SEO26FF"
"Q1053248","236050","2016-07-30","QVC01","86","0.0","8.0","1","SEO26FF"
"Q1053318","236098","2024-07-29","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053318","236098","2019-09-06","QHD23","86","0.0","8.0","1","SEO26FF"
"Q1053378","236140","2015-09-22","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053378","236140","2019-11-29","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053378","236140","2024-08-22","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053392","236152","2016-08-11","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053392","236152","2021-03-09","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1053392","236152","2015-08-26","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053392","236152","2017-02-15","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053392","236152","2018-05-25","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053400","236157","2015-09-21","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053400","236157","2016-10-08","QHA23","86","1.0","0.0","1","SEO26FF"
"Q1053400","236157","2016-10-08","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053400","236157","2017-03-14","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1053400","236157","2018-08-09","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053400","236157","2022-10-19","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053400","236157","2022-02-25","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1053401","236158","2024-08-14","QFC01","86","3.0","0.0","2","SEO26FF"
"Q1053401","236158","2016-10-18","QHA23","86","0.0","1.0","1","SEO26FF"
"Q1053401","236158","2017-03-14","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1053401","236158","2018-09-10","QHD23","86","0.0","1.0","1","SEO26FF"
"Q1053401","236158","2017-03-14","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053401","236158","2016-10-08","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053468","236214","2024-09-25","QFC01","86","2.0","0.0","1","SEO26FF"
"Q1053581","236307","2024-05-28","QVC03","86","1.0","0.0","1","SEO26FF"
"Q1053581","236307","2017-10-19","QHD24","86","1.0","0.0","1","SEO26FF"
"Q1053581","236307","2015-06-17","QVC01","86","1.0","1.0","2","SEO26FF"
"Q1053581","236307","2019-07-25","QVC03","86","1.0","0.0","1","SEO26FF"
"Q1053588","236309","2016-07-08","QHA23","86","0.0","2.0","1","SEO26FF"
"Q1053588","236309","2018-11-14","QHB24","86","0.0","4.0","1","SEO26FF"
"Q1053588","236309","2021-06-30","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1053588","236309","2020-02-19","QVC01","86","0.0","4.0","1","SEO26FF"
"Q1053588","236309","2019-01-08","QVC01","86","1.0","1.0","2","SEO26FF"
"Q1053588","236309","2020-02-11","QVC01","86","4.0","0.0","1","SEO26FF"
"Q1053590","236310","2015-01-04","QHD23","86","0.0","4.0","1","SEO26FF"
"Q1053590","236310","2016-02-26","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053590","236310","2016-10-08","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053590","236310","2024-09-03","QFC01","86","4.0","0.0","1","SEO26FF"
"Q1117822","247179","2017-07-12","QEB21","85","1.0","0.0","1","SEO26FF"
"Q1117822","247179","2019-01-11","QEF21","85","1.0","1.0","2","SEO26FF"
"Q1117822","247179","2026-06-11","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1117822","247179","2023-11-27","QVC70","85","2.0","0.0","1","SEO26FF"
"Q1119452","253766","2017-04-04","QHB24","86","0.0","12.0","1","SEO26FF"
"Q1119452","253766","2017-03-15","QVC03","86","0.0","12.0","1","SEO26FF"
"Q1119452","253766","2018-06-22","QMA21","30372","6.0","0.0","1","SEO26FF"
"Q1119452","253766","2024-10-14","QSC31","85","0.0","1.0","1","SEO26FF"
"Q1119526","253833","2025-02-23","QGA21","85","0.0","4.0","1","SEO26FF"
"Q1119526","253833","2020-05-12","QHA23","86","2.0","0.0","1","SEO26FF"
"Q1119526","253833","2018-07-13","QMA21","29491","0.0","8.0","1","SEO26FF"
"Q1119526","253833","2019-05-30","QVC75","86","2.0","0.0","1","SEO26FF"
"Q1119649","253951","2020-09-24","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1119649","253951","2021-11-29","QHB24","86","0.0","4.0","1","SEO26FF"
"Q1119649","253951","2023-03-17","QHB24","86","6.0","6.0","2","SEO26FF"
"Q1119649","253951","2025-08-05","QHB24","86","8.0","8.0","2","SEO26FF"
"Q1119649","253951","2025-12-10","QHB24","86","20.0","0.0","2","SEO26FF"
"Q1119649","253951","2016-04-07","QLB21","85","0.0","0.0","1","SEO26FF"
"Q1119795","254068","2026-05-12","QHB23","85","2.0","2.0","4","SEO26FF"
"Q1120753","254921","2016-01-13","QB220","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2023-03-22","QHB24","86","3.0","3.0","2","SEO26FF"
"Q1120753","254921","2021-01-15","QVC02","85","0.0","1.0","1","SEO26FF"
"Q1120753","254921","2016-12-26","QVC02","85","0.0","1.0","1","SEO26FF"
"Q1120753","254921","2016-12-13","QVC02","85","0.0","2.0","1","SEO26FF"
"Q1120753","254921","2016-11-30","QVC02","85","4.0","0.0","1","SEO26FF"
"Q1120753","254921","2018-03-29","QVC02","85","0.0","1.0","1","SEO26FF"
"Q1120753","254921","2018-09-28","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2023-03-07","QVC82","85","2.0","2.0","4","SEO26FF"
"Q1120753","254921","2015-11-02","QVC82","85","2.0","2.0","4","SEO26FF"
"Q1120753","254921","2017-12-20","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2022-05-24","QVC82","85","3.0","3.0","2","SEO26FF"
"Q1120753","254921","2019-05-28","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2016-09-05","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2015-08-20","QVC82","85","4.0","4.0","4","SEO26FF"
"Q1120753","254921","2020-08-21","QVC82","85","3.0","3.0","2","SEO26FF"
"Q1120753","254921","2018-08-22","QVC82","85","2.0","2.0","4","SEO26FF"
"Q1120753","254921","2019-06-17","QVC82","85","6.0","6.0","2","SEO26FF"
"Q1120753","254921","2018-12-06","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2017-04-05","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-11-07","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-02-28","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2021-03-15","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2023-11-06","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2015-02-26","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2021-05-12","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-03-08","QVC82","85","8.0","8.0","2","SEO26FF"
"Q1120753","254921","2016-11-16","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2018-01-18","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2022-07-04","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2019-05-20","QVC82","85","5.0","5.0","4","SEO26FF"
"Q1120753","254921","2018-10-22","QVC82","85","6.0","6.0","6","SEO26FF"
"Q1120753","254921","2016-09-01","QVC82","85","4.0","4.0","4","SEO26FF"
"Q1120753","254921","2018-12-20","QVC82","85","3.0","3.0","4","SEO26FF"
"Q1120753","254921","2018-10-10","QVC82","85","4.0","4.0","4","SEO26FF"
"Q1120753","254921","2016-10-28","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2020-04-06","QVC82","85","3.0","3.0","2","SEO26FF"
"Q1120753","254921","2017-12-21","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2020-04-22","QVC82","85","3.0","3.0","2","SEO26FF"
"Q1120753","254921","2021-04-13","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2015-05-22","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2023-05-04","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2019-04-18","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2020-03-23","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2020-09-14","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-03-13","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2021-10-20","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2020-10-28","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2016-04-08","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2015-12-08","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2021-09-02","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2019-11-11","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2016-11-01","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2016-03-03","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2024-06-14","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2025-01-23","QVC82","85","3.0","3.0","2","SEO26FF"
"Q1120753","254921","2025-01-06","QVC82","85","6.0","6.0","2","SEO26FF"
"Q1121188","255287","2016-02-25","QLB23","85","0.0","1.0","1","SEO26FF"
"Q1000751","262765","2024-04-30","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1000751","262765","2024-04-25","QFC01","86","1.0","0.0","1","SEO26FF"
"Q1000751","262765","2021-10-05","QVC11","86","1.0","0.0","1","SEO26FF"
"Q1000751","262765","2021-12-16","QVC03","86","1.0","0.0","1","SEO26FF"
"Q1000751","262765","2018-01-11","QVC03","86","1.0","0.0","1","SEO26FF"
"Q1000751","262765","2021-08-18","QVC03","86","1.0","1.0","2","SEO26FF"
"Q1204795","264646","2021-04-14","QHB24","86","0.0","4.0","2","SEO26FF"
"Q1204795","264646","2021-03-25","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1204795","264646","2021-03-25","QVC01","86","2.0","4.0","3","SEO26FF"
"Q1204795","264646","2020-06-22","QLA21","85","0.0","22.0","1","SEO26FF"
"Q1204795","264646","2016-04-05","QMA21","85","0.0","4.0","1","SEO26FF"
"Q1204795","264646","2017-11-30","QMA24","85","0.0","4.0","1","SEO26FF"
"Q1204949","264746","2020-02-11","QHA23","86","3.0","3.0","2","SEO26FF"
"Q1204949","264746","2021-06-09","QHB23","85","0.0","40.0","1","SEO26FF"
"Q1204949","264746","2016-02-24","QHB23","85","0.0","20.0","1","SEO26FF"
"Q1204949","264746","2017-03-29","QHB23","85","0.0","20.0","1","SEO26FF"
"Q1204949","264746","2016-01-15","QHB23","85","20.0","0.0","1","SEO26FF"
"Q1204949","264746","2019-09-11","QLA21","85","0.0","20.0","1","SEO26FF"
"Q1204949","264746","2020-04-09","QSC31","85","0.0","0.0","1","SEO26FF"
"Q1204949","264746","2026-09-02","QSC31","85","8.0","8.0","2","SEO26FF"
"Q1204949","264746","2021-12-20","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1002238","276075","2017-09-03","QEC03","85","0.0","1.0","1","SEO26FF"
"Q1002292","276104","2025-09-23","QFC01","86","10.0","0.0","1","SEO26FF"
"Q1002292","276104","2018-07-13","QGA23","85","15.0","0.0","1","SEO26FF"
"Q1002292","276104","2016-04-13","QLB24","85","0.0","20.0","1","SEO26FF"
"Q1002292","276104","2021-08-03","QLX61","316","17.0","17.0","2","SEO26FF"
"Q1002292","276104","2020-02-26","QLX61","316","0.0","7.0","1","SEO26FF"
"Q1002292","276104","2016-07-06","QMA24","85","5.0","0.0","1","SEO26FF"
"Q1002292","276104","2021-06-21","QMA21","29491","0.0","1.0","1","SEO26FF"
"Q1002292","276104","2024-01-22","QMA21","29491","0.0","2.0","1","SEO26FF"
"Q1002292","276104","2024-01-22","QMA24","29491","2.0","2.0","2","SEO26FF"
"Q1002292","276104","2023-07-05","QMA21","29491","0.0","2.0","1","SEO26FF"
"Q1002292","276104","2024-03-06","QMA21","29491","0.0","2.0","1","SEO26FF"
"Q1002292","276104","2016-12-31","QMA21","30372","18.0","0.0","1","SEO26FF"
"Q1002292","276104","2024-06-04","QMA22","29491","0.0","1.0","1","SEO26FF"
"Q1002292","276104","2025-09-15","QMA22","29491","0.0","1.0","1","SEO26FF"
"Q1201276","277051","2025-11-11","QFC01","86","1.0","0.0","1","SEO26FF"
"Q1201276","277051","2019-04-19","QHB25","86","2.0","2.0","2","SEO26FF"
"Q1201276","277051","2015-07-24","QHB25","86","6.0","3.0","3","SEO26FF"
"Q1201276","277051","2016-08-12","QVC01","86","0.0","3.0","1","SEO26FF"
"Q1201276","277051","2016-05-18","QVC01","86","3.0","0.0","1","SEO26FF"
"Q1201564","277220","2025-10-27","QH021","85","0.0","1.0","1","SEO26FF"
"Q1201564","277220","2016-02-18","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1201564","277220","2021-05-14","QHD22","86","0.0","1.0","1","SEO26FF"
"Q1201564","277220","2021-04-20","QHD22","86","1.0","0.0","1","SEO26FF"
"Q1201564","277220","2016-11-10","QVC70","85","2.0","0.0","1","SEO26FF"
"Q1201564","277220","2023-11-07","QVC70","86","3.0","3.0","6","SEO26FF"
"Q1004847","289363","2015-01-09","QBN21","85","66.0","0.0","1","SEO26FF"
"Q1004847","289363","2017-12-29","QBU24","85","0.0","66.0","1","SEO26FF"
"Q1004847","289363","2022-02-25","QEF21","85","24.0","0.0","1","SEO26FF"
"Q1004847","289363","2020-11-29","QH021","85","0.0","18.0","1","SEO26FF"
"Q1004847","289363","2017-04-07","QH021","85","0.0","0.0","1","SEO26FF"
"Q1004847","289363","2021-09-05","QH021","85","0.0","108.0","3","SEO26FF"
"Q1004847","289363","2021-09-28","QH021","85","64.0","0.0","2","SEO26FF"
"Q1004847","289363","2020-12-02","QH021","85","0.0","6.0","1","SEO26FF"
"Q1004847","289363","2024-09-27","QH021","85","30.0","0.0","1","SEO26FF"
"Q1004847","289363","2020-01-10","QHB23","85","0.0","0.0","1","SEO26FF"
"Q1004847","289363","2017-02-24","QHB24","85","12.0","0.0","1","SEO26FF"
"Q1004847","289363","2015-05-08","QHD22","86","24.0","0.0","1","SEO26FF"
"Q1004847","289363","2016-07-07","QLA21","85","0.0","0.0","1","SEO26FF"
"Q1004847","289363","2015-07-02","QLA21","85","30.0","0.0","1","SEO26FF"
"Q1004847","289363","2018-04-18","QLA21","85","0.0","0.0","1","SEO26FF"
"Q1004847","289363","2017-01-11","QLX21","316","0.0","0.0","1","SEO26FF"
"Q1004847","289363","2016-10-06","QLX21","316","0.0","0.0","1","SEO26FF"
"Q1004847","289363","2024-05-28","QSH22","85","12.0","0.0","1","SEO26FF"
"Q1005323","302473","2020-10-07","QBH01","86","0.0","268.8","1","SEO26FF"
"Q1005323","302473","2018-10-24","QBH02","86","0.0","22.4","1","SEO26FF"
"Q1005323","302473","2021-06-07","QBH02","86","349.0","0.0","1","SEO26FF"
"Q1005323","302473","2023-10-18","QBH02","86","537.6","0.0","1","SEO26FF"
"Q1005323","302473","2022-05-20","QBH02","86","349.44","0.0","1","SEO26FF"
"Q1005323","302473","2025-06-26","QBH02","86","806.4","806.4","2","SEO26FF"
"Q1005323","302473","2019-02-19","QBR01","86","27.0","0.0","1","SEO26FF"
"Q1005323","302473","2015-04-17","QE220","85","161.28","0.0","1","SEO26FF"
"Q1005323","302473","2020-03-31","QEE21","85","0.0","0.36","1","SEO26FF"
"Q1005323","302473","2017-04-07","QEE25","86","0.0","20.0","3","SEO26FF"
"Q1005323","302473","2020-05-21","QVM13","85","81.0","0.0","1","SEO26FF"
"Q1005323","302473","2024-12-10","QEN21","85","0.0","0.2","1","SEO26FF"
"Q1005323","302473","2019-10-29","QH021","85","0.0","27.0","1","SEO26FF"
"Q1005323","302473","2020-04-09","QH021","85","0.0","0.0","1","SEO26FF"
"Q1005323","302473","2020-05-18","QVC07","86","0.0","268.8","1","SEO26FF"
"Q1005323","302473","2021-06-24","QHA26","86","0.0","448.0","1","SEO26FF"
"Q1005323","302473","2021-05-17","QHB25","86","134.4","0.0","1","SEO26FF"
"Q1005323","302473","2022-06-03","QHD27","86","0.0","268.8","1","SEO26FF"
"Q1005323","302473","2019-11-15","QLA21","85","134.0","0.0","1","SEO26FF"
"Q1005323","302473","2018-03-31","QM102","29491","0.0","50.0","1","SEO26FF"
"Q1005323","302473","2021-02-24","QMA21","29491","0.0","53.76","1","SEO26FF"
"Q1005323","302473","2015-04-03","QMB25","86","0.0","0.0","1","SEO26FF"
"Q1005323","302473","2020-09-23","QSC31","85","0.0","81.0","1","SEO26FF"
"Q1005323","302473","2020-07-16","QSC31","85","0.0","27.0","1","SEO26FF"
"Q1005323","302473","2025-08-29","QUE58","85","0.0","1.0","1","SEO26FF"
"Q1005323","302473","2025-04-23","QVC07","86","0.0","224.0","1","SEO26FF"
"Q1005323","302473","2019-09-16","QVM52","86","268.8","0.0","1","SEO26FF"
"Q1005323","302473","2020-03-04","QVM57","86","134.4","0.0","1","SEO26FF"
"Q1005323","302473","2020-07-17","QVM62","86","89.6","0.0","1","SEO26FF"
"Q1011982","305017","2025-05-07","QFC01","86","0.0","30.0","1","SEO26FF"
"Q1011982","305017","2026-04-23","QFC01","86","0.0","100.0","1","SEO26FF"
"Q1011982","305017","2024-01-04","QHA22","86","32.0","0.0","1","SEO26FF"
"Q1011982","305017","2017-04-04","QHB25","86","0.0","50.0","1","SEO26FF"
"Q1011982","305017","2015-10-13","QVC01","86","0.0","200.0","1","SEO26FF"
"Q1011982","305017","2021-09-07","QHB25","86","0.0","100.0","1","SEO26FF"
"Q1021614","306678","2019-11-02","QVM64","86","0.0","20.0","1","SEO26FF"
"Q1021614","306678","2015-05-21","QGB01","85","0.0","200.0","1","SEO26FF"
"Q1021614","306678","2015-05-15","QGB01","85","200.0","0.0","1","SEO26FF"
"Q1021614","306678","2016-09-27","QHA23","86","1.0","0.0","1","SEO26FF"
"Q1021614","306678","2017-01-05","QHA23","86","0.0","0.0","1","SEO26FF"
"Q1021614","306678","2015-07-29","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1021614","306678","2022-11-15","QMM21","85","0.0","16.0","1","SEO26FF"
"Q1021614","306678","2016-08-25","QVC01","86","20.0","0.0","1","SEO26FF"
"Q1021614","306678","2022-07-15","QVC01","86","5.0","0.0","1","SEO26FF"
"Q1021614","306678","2016-10-18","QVC01","86","0.0","16.0","1","SEO26FF"
"Q1021836","306853","2015-06-11","QBA24","86","5.0","5.0","4","SEO26FF"
"Q1021836","306853","2016-01-22","QUA01","316","0.0","50.0","1","SEO26FF"
"Q1021836","306853","2025-11-25","QEA21","316","4.0","0.0","1","SEO26FF"
"Q1021836","306853","2015-12-14","QGA21","85","30.0","0.0","1","SEO26FF"
"Q1021836","306853","2019-05-10","QH021","85","50.0","50.0","2","SEO26FF"
"Q1021836","306853","2025-03-13","QHH23","86","50.0","50.0","2","SEO26FF"
"Q1021836","306853","2015-04-02","QLB23","85","0.0","0.0","1","SEO26FF"
"Q1021836","306853","2024-02-08","QLB24","85","30.0","30.0","2","SEO26FF"
"Q1021836","306853","2022-09-29","QLC22","85","0.0","200.0","1","SEO26FF"
"Q1021836","306853","2023-05-11","QM329","43731","0.0","6.0","1","SEO26FF"
"Q1021836","306853","2019-07-22","QMA21","85","0.0","380.0","1","SEO26FF"
"Q1021836","306853","2022-07-01","QMA21","29491","20.0","0.0","1","SEO26FF"
"Q1021836","306853","2023-11-23","QMB21","85","100.0","100.0","2","SEO26FF"
"Q1021836","306853","2016-09-30","QMM21","29492","14.0","0.0","1","SEO26FF"
"Q1021836","306853","2025-11-20","QSH21","85","50.0","50.0","2","SEO26FF"
"Q1021836","306853","2024-06-12","QUA04","316","0.0","50.0","1","SEO26FF"
"Q1021836","306853","2018-02-20","QVC01","86","0.0","30.0","1","SEO26FF"
"Q1021836","306853","2024-08-06","QVC01","86","0.0","4.0","1","SEO26FF"
"Q1021836","306853","2019-07-29","QVM01","85","100.0","0.0","1","SEO26FF"
"Q1021836","306853","2017-11-29","QVM64","86","0.0","3.0","1","SEO26FF"
"Q1021920","306922","2020-05-09","QHB24","86","0.0","4.0","1","SEO26FF"
"Q1021920","306922","2021-10-05","QBA24","85","2.0","0.0","1","SEO26FF"
"Q1021920","306922","2019-10-23","QBA24","85","20.0","20.0","2","SEO26FF"
"Q1021920","306922","2018-07-24","QGC21","85","9.0","0.0","1","SEO26FF"
"Q1021920","306922","2015-03-30","QGC21","85","10.0","0.0","1","SEO26FF"
"Q1021920","306922","2020-08-04","QHB24","86","4.0","0.0","1","SEO26FF"
"Q1021920","306922","2020-11-03","QHB24","86","0.0","4.0","1","SEO26FF"
"Q1021920","306922","2017-09-20","QHB24","86","0.0","18.0","1","SEO26FF"
"Q1021920","306922","2016-03-07","QHH22","86","1.0","0.0","1","SEO26FF"
"Q1021920","306922","2019-01-17","QLB23","85","10.0","10.0","2","SEO26FF"
"Q1021920","306922","2016-04-23","QLB23","85","1.0","0.0","1","SEO26FF"
"Q1021920","306922","2015-05-11","QLB23","85","4.0","0.0","1","SEO26FF"
"Q1021920","306922","2021-11-05","QLX21","316","0.0","10.0","1","SEO26FF"
"Q1021920","306922","2017-10-19","QLX21","316","20.0","0.0","1","SEO26FF"
"Q1021920","306922","2017-10-06","QLX21","316","0.0","0.0","1","SEO26FF"
"Q1021920","306922","2018-08-21","QVC01","86","0.0","4.0","1","SEO26FF"
"Q1021920","306922","2020-01-21","QVC01","86","0.0","7.0","1","SEO26FF"
"Q1021920","306922","2021-03-29","QLX21","316","10.0","0.0","1","SEO26FF"
"Q1021920","306922","2023-01-06","QLX61","316","0.0","0.0","1","SEO26FF"
"Q1021920","306922","2022-03-18","QLX61","316","20.0","20.0","2","SEO26FF"
"Q1021920","306922","2024-02-26","QLX61","316","0.0","20.0","1","SEO26FF"
"Q1021920","306922","2022-06-24","QMA01","34818","0.0","6.0","1","SEO26FF"
"Q1021920","306922","2022-11-04","QMA23","85","30.0","0.0","1","SEO26FF"
"Q1021920","306922","2019-01-03","QMA23","85","10.0","10.0","2","SEO26FF"
"Q1021920","306922","2020-12-11","QMA23","85","0.0","30.0","1","SEO26FF"
"Q1021920","306922","2020-10-12","QMA23","85","30.0","0.0","1","SEO26FF"
"Q1021920","306922","2016-12-08","QMM21","29492","0.0","1.0","1","SEO26FF"
"Q1021920","306922","2020-03-18","QVC01","86","0.0","20.0","1","SEO26FF"
"Q1021920","306922","2020-12-03","QVC01","86","20.0","0.0","1","SEO26FF"
